TicketKey,TicketID,DateKey,AgentKey,ClientKey,ChannelKey,CreatedDateTime,ResolvedDateTime,ResolutionHours,IsResolved,SLA_Met,CSAT_Score
9367,TCK-19367,20260218,24,1,1,2026-02-18 14:47:27,2026-02-19 03:43:51,12.94,1,1,
9368,TCK-19368,20250703,20,8,1,2025-07-03 05:44:11,2025-07-04 08:20:11,26.6,1,1,2
9369,TCK-19369,20250507,34,2,3,2025-05-07 14:49:15,2025-05-08 03:19:51,12.51,1,1,5
9370,TCK-19370,20250221,12,1,3,2025-02-21 12:32:04,2025-02-22 14:07:28,25.59,1,0,4
9371,TCK-19371,20250908,43,8,1,2025-09-08 15:13:35,2025-09-09 15:56:11,24.71,1,1,5
9372,TCK-19372,20250905,20,1,1,2025-09-05 04:16:00,,,0,0,
9373,TCK-19373,20250412,6,5,3,2025-04-12 07:50:34,2025-04-13 16:11:34,32.35,1,0,5
9374,TCK-19374,20260809,31,2,1,2026-08-09 14:43:41,,,0,0,4
9375,TCK-19375,20250707,17,2,2,2025-07-07 04:42:55,2025-07-08 06:58:31,26.26,1,1,3
9376,TCK-19376,20250420,4,6,1,2025-04-20 00:56:08,2025-04-20 15:59:08,15.05,1,1,4
9377,TCK-19377,20260407,3,4,2,2026-04-07 16:04:16,,,0,0,4
9378,TCK-19378,20260804,21,3,2,2026-08-04 06:56:59,2026-08-04 13:25:47,6.48,1,1,4
9379,TCK-19379,20260523,22,6,3,2026-05-23 17:49:28,2026-05-24 18:59:40,25.17,1,1,3
9380,TCK-19380,20260313,28,4,3,2026-03-13 09:11:36,,,0,0,4
9381,TCK-19381,20250608,10,5,3,2025-06-08 08:19:05,,,0,0,5
9382,TCK-19382,20260106,30,7,2,2026-01-06 07:26:08,,,0,0,4
9383,TCK-19383,20251210,15,3,2,2025-12-10 17:47:04,2025-12-11 17:47:04,24.0,1,0,
9384,TCK-19384,20260504,27,8,2,2026-05-04 20:50:00,,,0,0,3
9385,TCK-19385,20250311,12,8,1,2025-03-11 08:30:58,2025-03-12 03:51:22,19.34,1,1,2
9386,TCK-19386,20260721,18,2,3,2026-07-21 20:49:08,2026-07-22 13:16:08,16.45,1,1,5
9387,TCK-19387,20251003,35,4,1,2025-10-03 10:42:44,2025-10-04 04:10:20,17.46,1,1,
9388,TCK-19388,20250721,36,7,2,2025-07-21 12:31:54,,,0,0,4
9389,TCK-19389,20260617,28,7,3,2026-06-17 23:47:29,2026-06-18 14:17:29,14.5,1,0,2
9390,TCK-19390,20250222,46,7,1,2025-02-22 17:10:20,2025-02-23 18:42:44,25.54,1,0,4
9391,TCK-19391,20250930,23,1,1,2025-09-30 07:04:24,2025-09-30 14:47:36,7.72,1,1,
9392,TCK-19392,20250527,37,1,2,2025-05-27 05:55:10,2025-05-27 09:30:34,3.59,1,1,3
9393,TCK-19393,20260307,46,7,2,2026-03-07 00:49:56,,,0,0,3
9394,TCK-19394,20250928,25,5,1,2025-09-28 12:10:29,2025-09-29 17:15:53,29.09,1,0,3
9395,TCK-19395,20250720,14,1,1,2025-07-20 03:12:54,2025-07-20 07:11:06,3.97,1,1,4
9396,TCK-19396,20260201,29,1,2,2026-02-01 14:28:42,2026-02-02 09:18:30,18.83,1,1,4
9397,TCK-19397,20260516,38,2,1,2026-05-16 16:23:21,2026-05-17 02:26:21,10.05,1,1,4
9398,TCK-19398,20260602,36,4,3,2026-06-02 22:44:40,,,0,0,4
9399,TCK-19399,20251127,23,4,3,2025-11-27 08:14:18,2025-11-27 22:33:30,14.32,1,1,4
9400,TCK-19400,20260721,24,3,2,2026-07-21 01:50:52,2026-07-21 16:16:40,14.43,1,0,5
9401,TCK-19401,20260504,32,7,3,2026-05-04 21:09:48,2026-05-05 14:30:48,17.35,1,0,3
9402,TCK-19402,20250320,7,1,2,2025-03-20 00:43:12,2025-03-20 21:33:00,20.83,1,1,3
9403,TCK-19403,20260529,21,6,1,2026-05-29 01:03:01,,,0,0,4
9404,TCK-19404,20260623,6,7,1,2026-06-23 01:49:48,2026-06-23 03:37:48,1.8,1,1,4
9405,TCK-19405,20251222,25,2,2,2025-12-22 19:14:28,2025-12-23 16:44:28,21.5,1,1,
9406,TCK-19406,20250112,3,4,3,2025-01-12 12:06:44,2025-01-13 04:10:56,16.07,1,1,4
9407,TCK-19407,20251103,12,2,3,2025-11-03 21:17:55,2025-11-04 08:32:19,11.24,1,1,4
9408,TCK-19408,20251031,12,3,1,2025-10-31 14:05:22,2025-11-01 02:37:10,12.53,1,0,4
9409,TCK-19409,20251018,24,3,3,2025-10-18 17:48:37,,,0,0,4
9410,TCK-19410,20250402,6,8,3,2025-04-02 19:58:26,2025-04-02 21:45:14,1.78,1,1,
9411,TCK-19411,20260710,28,4,3,2026-07-10 12:51:58,2026-07-10 17:45:58,4.9,1,1,5
9412,TCK-19412,20260527,20,4,3,2026-05-27 10:09:47,2026-05-28 20:56:35,34.78,1,1,5
9413,TCK-19413,20251021,11,1,2,2025-10-21 00:33:53,2025-10-22 09:14:05,32.67,1,0,5
9414,TCK-19414,20250828,20,7,2,2025-08-28 06:40:30,2025-08-29 10:12:54,27.54,1,0,4
9415,TCK-19415,20250327,39,3,3,2025-03-27 23:14:38,2025-03-28 18:23:02,19.14,1,0,
9416,TCK-19416,20250826,25,5,1,2025-08-26 06:07:17,2025-08-26 18:15:41,12.14,1,1,
9417,TCK-19417,20260127,19,2,2,2026-01-27 02:55:39,2026-01-28 02:23:51,23.47,1,1,3
9418,TCK-19418,20260305,34,4,1,2026-03-05 14:16:25,2026-03-07 01:47:37,35.52,1,1,4
9419,TCK-19419,20250724,45,3,3,2025-07-24 23:27:08,,,0,0,3
9420,TCK-19420,20260202,5,4,2,2026-02-02 10:17:14,2026-02-03 04:07:38,17.84,1,1,
9421,TCK-19421,20260305,42,4,1,2026-03-05 05:14:30,2026-03-07 05:59:30,48.75,1,0,3
9422,TCK-19422,20250617,25,6,3,2025-06-17 13:13:57,2025-06-18 11:46:57,22.55,1,1,5
9423,TCK-19423,20250621,45,6,1,2025-06-21 14:44:29,2025-06-22 06:03:41,15.32,1,1,5
9424,TCK-19424,20260803,50,7,1,2026-08-03 13:20:56,2026-08-04 10:47:20,21.44,1,0,4
9425,TCK-19425,20251122,41,3,3,2025-11-22 08:18:36,2025-11-22 09:56:24,1.63,1,1,3
9426,TCK-19426,20250904,49,3,2,2025-09-04 05:30:15,2025-09-05 03:42:51,22.21,1,0,5
9427,TCK-19427,20250227,1,7,1,2025-02-27 21:58:20,2025-02-28 07:41:32,9.72,1,0,5
9428,TCK-19428,20260305,49,8,1,2026-03-05 19:02:56,2026-03-06 03:01:08,7.97,1,1,4
9429,TCK-19429,20251220,33,8,1,2025-12-20 16:59:03,2025-12-21 10:09:15,17.17,1,1,4
9430,TCK-19430,20250124,25,7,2,2025-01-24 04:33:57,2025-01-24 22:36:21,18.04,1,0,3
9431,TCK-19431,20250402,47,7,1,2025-04-02 11:52:48,2025-04-03 12:31:12,24.64,1,0,3
9432,TCK-19432,20260317,33,2,3,2026-03-17 18:26:30,2026-03-17 23:09:06,4.71,1,1,
9433,TCK-19433,20250803,18,5,2,2025-08-03 22:03:31,2025-08-05 19:43:07,45.66,1,0,3
9434,TCK-19434,20250610,35,1,1,2025-06-10 22:29:47,2025-06-11 01:32:47,3.05,1,1,4
9435,TCK-19435,20260414,31,6,1,2026-04-14 09:28:45,,,0,0,5
9436,TCK-19436,20260107,3,6,1,2026-01-07 17:56:45,2026-01-08 16:27:57,22.52,1,1,3
9437,TCK-19437,20260119,4,7,1,2026-01-19 09:08:23,2026-01-21 06:49:11,45.68,1,0,3
9438,TCK-19438,20260519,2,6,2,2026-05-19 15:32:34,2026-05-19 20:46:22,5.23,1,1,5
9439,TCK-19439,20250414,49,1,3,2025-04-14 17:05:18,2025-04-15 10:58:06,17.88,1,1,5
9440,TCK-19440,20250623,3,4,2,2025-06-23 13:49:22,2025-06-23 18:05:34,4.27,1,1,2
9441,TCK-19441,20260405,40,1,2,2026-04-05 07:00:47,2026-04-06 05:00:47,22.0,1,1,4
9442,TCK-19442,20260718,35,2,1,2026-07-18 03:15:02,2026-07-18 07:52:14,4.62,1,1,4
9443,TCK-19443,20260227,7,1,1,2026-02-27 18:38:24,,,0,0,
9444,TCK-19444,20250721,12,4,3,2025-07-21 17:57:07,2025-07-22 08:33:07,14.6,1,1,
9445,TCK-19445,20250806,17,3,3,2025-08-06 04:38:17,,,0,0,4
9446,TCK-19446,20251028,28,5,1,2025-10-28 10:13:14,2025-10-28 23:28:14,13.25,1,1,4
9447,TCK-19447,20260421,39,5,1,2026-04-21 06:21:59,2026-04-22 09:28:35,27.11,1,0,5
9448,TCK-19448,20250523,16,6,1,2025-05-23 06:48:50,,,0,0,
9449,TCK-19449,20250411,11,6,1,2025-04-11 22:21:17,2025-04-12 02:38:05,4.28,1,1,3
9450,TCK-19450,20260401,34,8,1,2026-04-01 09:49:53,2026-04-01 12:32:29,2.71,1,1,5
9451,TCK-19451,20250810,18,7,1,2025-08-10 10:53:49,2025-08-11 11:28:37,24.58,1,0,5
9452,TCK-19452,20250830,10,1,3,2025-08-30 05:40:55,2025-08-30 18:21:43,12.68,1,1,
9453,TCK-19453,20250711,34,6,1,2025-07-11 09:43:41,,,0,0,4
9454,TCK-19454,20260103,14,2,2,2026-01-03 10:51:52,,,0,0,4
9455,TCK-19455,20260622,33,6,2,2026-06-22 08:05:18,2026-06-23 09:11:54,25.11,1,1,2
9456,TCK-19456,20251219,16,5,2,2025-12-19 11:35:58,2025-12-19 23:37:10,12.02,1,1,3
9457,TCK-19457,20251107,15,2,2,2025-11-07 08:31:29,2025-11-07 19:27:17,10.93,1,1,4
9458,TCK-19458,20251220,29,2,3,2025-12-20 14:56:56,2025-12-22 01:30:32,34.56,1,1,4
9459,TCK-19459,20250223,30,6,1,2025-02-23 15:17:58,,,0,0,3
9460,TCK-19460,20250811,17,4,1,2025-08-11 18:26:36,2025-08-11 22:26:00,3.99,1,1,4
9461,TCK-19461,20260422,43,3,3,2026-04-22 20:38:56,2026-04-23 12:34:08,15.92,1,0,3
9462,TCK-19462,20260423,22,5,2,2026-04-23 23:03:49,2026-04-24 21:41:01,22.62,1,1,3
9463,TCK-19463,20251112,32,5,1,2025-11-12 10:01:06,2025-11-12 13:34:06,3.55,1,1,4
9464,TCK-19464,20250911,23,6,3,2025-09-11 02:55:35,2025-09-11 15:59:47,13.07,1,1,4
9465,TCK-19465,20260216,6,8,2,2026-02-16 08:16:50,,,0,0,3
9466,TCK-19466,20250721,17,5,3,2025-07-21 19:29:48,,,0,0,5
9467,TCK-19467,20260515,37,1,3,2026-05-15 08:35:49,2026-05-16 13:20:13,28.74,1,0,4
9468,TCK-19468,20251102,33,3,1,2025-11-02 23:52:46,,,0,0,2
9469,TCK-19469,20251208,45,4,3,2025-12-08 03:57:38,2025-12-08 16:19:14,12.36,1,1,4
9470,TCK-19470,20260619,1,8,1,2026-06-19 11:47:40,2026-06-20 00:05:40,12.3,1,1,4
9471,TCK-19471,20250401,23,5,1,2025-04-01 07:51:18,2025-04-02 10:40:30,26.82,1,0,4
9472,TCK-19472,20260320,14,8,1,2026-03-20 08:04:08,2026-03-21 01:29:20,17.42,1,1,2
9473,TCK-19473,20251216,34,5,1,2025-12-16 00:33:56,2025-12-16 16:56:44,16.38,1,1,3
9474,TCK-19474,20260503,39,8,1,2026-05-03 20:35:50,2026-05-05 03:41:14,31.09,1,1,5
9475,TCK-19475,20260107,9,6,3,2026-01-07 04:43:29,2026-01-07 22:32:05,17.81,1,1,4
9476,TCK-19476,20250403,29,7,2,2025-04-03 20:29:14,,,0,0,3
9477,TCK-19477,20260702,30,2,2,2026-07-02 20:28:11,2026-07-03 19:46:11,23.3,1,1,3
9478,TCK-19478,20250118,12,2,3,2025-01-18 19:56:12,2025-01-20 04:26:12,32.5,1,1,4
9479,TCK-19479,20260530,22,4,1,2026-05-30 15:58:35,,,0,0,5
9480,TCK-19480,20250517,9,1,3,2025-05-17 02:09:56,2025-05-17 19:47:44,17.63,1,1,5
9481,TCK-19481,20260311,48,5,1,2026-03-11 03:42:24,2026-03-11 16:55:00,13.21,1,1,3
9482,TCK-19482,20260504,2,4,3,2026-05-04 08:05:13,2026-05-05 11:59:49,27.91,1,1,3
9483,TCK-19483,20250513,49,5,3,2025-05-13 04:32:37,2025-05-14 01:17:37,20.75,1,1,5
9484,TCK-19484,20250410,28,3,3,2025-04-10 02:57:57,2025-04-10 05:53:09,2.92,1,1,5
9485,TCK-19485,20250718,36,7,1,2025-07-18 16:37:08,2025-07-19 04:52:08,12.25,1,0,4
9486,TCK-19486,20251012,49,3,3,2025-10-12 02:58:24,2025-10-13 04:07:24,25.15,1,0,4
9487,TCK-19487,20250113,46,7,3,2025-01-13 10:27:04,2025-01-14 00:24:40,13.96,1,0,4
9488,TCK-19488,20260314,12,6,2,2026-03-14 19:09:13,2026-03-14 19:48:13,0.65,1,1,3
9489,TCK-19489,20260510,27,3,2,2026-05-10 12:53:31,,,0,0,4
9490,TCK-19490,20260531,43,1,1,2026-05-31 09:45:41,2026-06-01 16:21:05,30.59,1,0,4
9491,TCK-19491,20250416,36,7,3,2025-04-16 06:54:08,2025-04-16 23:08:32,16.24,1,0,
9492,TCK-19492,20251008,24,5,3,2025-10-08 06:59:43,2025-10-08 18:26:43,11.45,1,1,4
9493,TCK-19493,20251013,20,7,1,2025-10-13 07:53:33,2025-10-13 11:52:21,3.98,1,1,5
9494,TCK-19494,20250706,48,6,3,2025-07-06 14:30:33,2025-07-08 00:01:09,33.51,1,1,
9495,TCK-19495,20260305,27,5,3,2026-03-05 11:03:18,,,0,0,3
9496,TCK-19496,20260627,12,4,3,2026-06-27 05:14:10,2026-06-27 08:59:46,3.76,1,1,4
9497,TCK-19497,20260513,11,2,2,2026-05-13 03:52:28,2026-05-13 10:07:28,6.25,1,1,4
9498,TCK-19498,20260225,22,1,1,2026-02-25 22:24:03,2026-02-26 15:12:03,16.8,1,1,5
9499,TCK-19499,20250221,4,6,2,2025-02-21 08:59:54,,,0,0,5
9500,TCK-19500,20260514,34,6,2,2026-05-14 13:07:40,2026-05-14 22:29:52,9.37,1,1,3
9501,TCK-19501,20260712,10,2,3,2026-07-12 02:00:32,2026-07-12 14:02:20,12.03,1,1,
9502,TCK-19502,20250607,35,7,3,2025-06-07 03:22:25,,,0,0,3
9503,TCK-19503,20250822,28,3,1,2025-08-22 08:30:55,2025-08-22 22:32:43,14.03,1,0,3
9504,TCK-19504,20250323,16,4,2,2025-03-23 21:31:28,2025-03-23 23:55:28,2.4,1,1,4
9505,TCK-19505,20260729,31,4,2,2026-07-29 08:07:49,,,0,0,
9506,TCK-19506,20250923,5,8,1,2025-09-23 11:00:55,2025-09-24 09:00:55,22.0,1,1,4
9507,TCK-19507,20260430,21,7,3,2026-04-30 10:23:20,,,0,0,4
9508,TCK-19508,20250918,26,7,2,2025-09-18 22:04:20,,,0,0,2
9509,TCK-19509,20260415,4,2,3,2026-04-15 19:35:48,2026-04-16 19:38:48,24.05,1,1,2
9510,TCK-19510,20250319,36,4,3,2025-03-19 16:44:01,2025-03-20 17:44:37,25.01,1,1,
9511,TCK-19511,20260214,22,1,3,2026-02-14 06:43:51,,,0,0,4
9512,TCK-19512,20250611,42,4,1,2025-06-11 02:31:53,2025-06-11 03:17:29,0.76,1,1,4
9513,TCK-19513,20260516,7,7,2,2026-05-16 11:36:27,,,0,0,4
9514,TCK-19514,20260224,14,2,3,2026-02-24 23:17:12,2026-02-25 07:13:00,7.93,1,1,4
9515,TCK-19515,20260520,39,2,3,2026-05-20 12:16:03,2026-05-22 05:35:51,41.33,1,1,4
9516,TCK-19516,20250509,45,3,2,2025-05-09 14:44:40,2025-05-11 02:45:52,36.02,1,0,
9517,TCK-19517,20260327,19,5,2,2026-03-27 16:04:27,,,0,0,5
9518,TCK-19518,20251225,23,7,3,2025-12-25 04:02:34,2025-12-26 09:57:46,29.92,1,0,4
9519,TCK-19519,20260402,5,5,1,2026-04-02 00:00:42,2026-04-02 23:51:06,23.84,1,1,2
9520,TCK-19520,20251220,46,5,2,2025-12-20 14:58:35,2025-12-22 07:35:47,40.62,1,0,5
9521,TCK-19521,20250902,27,2,3,2025-09-02 12:02:10,2025-09-03 05:20:46,17.31,1,1,4
9522,TCK-19522,20251008,17,7,1,2025-10-08 00:46:49,,,0,0,3
9523,TCK-19523,20260407,49,8,2,2026-04-07 01:27:07,,,0,0,3
9524,TCK-19524,20260529,33,2,2,2026-05-29 20:52:26,2026-05-30 02:53:38,6.02,1,1,5
9525,TCK-19525,20260628,21,2,3,2026-06-28 03:18:04,,,0,0,2
9526,TCK-19526,20260106,48,6,1,2026-01-06 14:22:42,,,0,0,3
9527,TCK-19527,20250624,36,1,2,2025-06-24 06:36:47,2025-06-24 20:40:59,14.07,1,1,2
9528,TCK-19528,20250805,31,5,3,2025-08-05 08:00:20,,,0,0,5
9529,TCK-19529,20250728,22,6,2,2025-07-28 18:56:16,2025-07-29 11:37:04,16.68,1,1,5
9530,TCK-19530,20250221,33,3,2,2025-02-21 20:08:56,2025-02-22 17:34:44,21.43,1,0,
9531,TCK-19531,20250621,48,2,2,2025-06-21 17:05:55,2025-06-22 08:53:19,15.79,1,1,2
9532,TCK-19532,20260213,25,8,3,2026-02-13 08:04:52,2026-02-14 05:40:16,21.59,1,1,4
9533,TCK-19533,20250619,40,5,2,2025-06-19 01:42:31,2025-06-20 13:34:43,35.87,1,0,2
9534,TCK-19534,20260630,48,8,1,2026-06-30 19:55:00,2026-07-01 18:06:24,22.19,1,1,5
9535,TCK-19535,20260209,40,6,1,2026-02-09 11:09:34,2026-02-09 16:26:58,5.29,1,1,5
9536,TCK-19536,20260709,28,8,2,2026-07-09 19:30:37,,,0,0,4
9537,TCK-19537,20251102,34,4,3,2025-11-02 17:07:37,2025-11-03 14:03:25,20.93,1,1,
9538,TCK-19538,20260111,50,1,1,2026-01-11 22:41:36,2026-01-12 00:38:00,1.94,1,1,5
9539,TCK-19539,20260603,38,5,1,2026-06-03 18:13:11,,,0,0,3
9540,TCK-19540,20251128,49,4,2,2025-11-28 18:20:20,2025-11-29 07:15:32,12.92,1,1,5
9541,TCK-19541,20260409,45,4,2,2026-04-09 02:20:29,2026-04-10 13:33:41,35.22,1,1,3
9542,TCK-19542,20260504,34,1,1,2026-05-04 04:55:25,2026-05-04 17:25:25,12.5,1,1,
9543,TCK-19543,20250318,14,3,3,2025-03-18 08:19:35,,,0,0,3
9544,TCK-19544,20250903,25,5,2,2025-09-03 04:21:47,2025-09-03 05:28:59,1.12,1,1,4
9545,TCK-19545,20251227,9,1,3,2025-12-27 21:09:49,2025-12-29 01:16:25,28.11,1,0,4
9546,TCK-19546,20260722,36,1,3,2026-07-22 00:09:21,2026-07-23 14:14:09,38.08,1,0,5
9547,TCK-19547,20250411,49,5,2,2025-04-11 04:16:19,2025-04-13 02:07:55,45.86,1,0,3
9548,TCK-19548,20260102,33,3,2,2026-01-02 13:20:54,2026-01-03 03:42:30,14.36,1,0,5
9549,TCK-19549,20250831,18,3,3,2025-08-31 00:19:57,2025-08-31 19:51:09,19.52,1,0,4
9550,TCK-19550,20250611,11,5,2,2025-06-11 01:14:39,2025-06-12 04:51:51,27.62,1,0,
9551,TCK-19551,20250910,47,6,1,2025-09-10 03:41:57,2025-09-10 10:15:33,6.56,1,1,5
9552,TCK-19552,20250625,28,3,3,2025-06-25 10:50:41,2025-06-26 08:35:05,21.74,1,0,3
9553,TCK-19553,20251208,50,4,3,2025-12-08 05:05:18,2025-12-08 06:19:06,1.23,1,1,4
9554,TCK-19554,20260213,32,8,2,2026-02-13 00:11:49,,,0,0,5
9555,TCK-19555,20250703,13,2,2,2025-07-03 01:20:46,,,0,0,5
9556,TCK-19556,20250618,31,1,1,2025-06-18 03:31:51,2025-06-19 06:42:39,27.18,1,0,3
9557,TCK-19557,20260110,4,6,3,2026-01-10 12:35:47,2026-01-10 20:18:23,7.71,1,1,3
9558,TCK-19558,20260701,17,1,2,2026-07-01 10:51:11,2026-07-01 14:46:23,3.92,1,1,5
9559,TCK-19559,20260709,45,3,1,2026-07-09 07:54:36,2026-07-09 18:45:36,10.85,1,1,4
9560,TCK-19560,20250404,35,1,3,2025-04-04 14:10:31,,,0,0,4
9561,TCK-19561,20250626,20,4,3,2025-06-26 10:36:24,2025-06-26 17:31:00,6.91,1,1,4
9562,TCK-19562,20250705,7,2,3,2025-07-05 03:15:36,2025-07-05 23:35:24,20.33,1,1,5
9563,TCK-19563,20260523,43,8,2,2026-05-23 13:55:11,,,0,0,5
9564,TCK-19564,20251207,7,1,1,2025-12-07 08:49:58,2025-12-08 04:07:58,19.3,1,1,5
9565,TCK-19565,20251206,29,5,3,2025-12-06 17:17:52,2025-12-07 10:39:28,17.36,1,1,4
9566,TCK-19566,20250510,41,1,2,2025-05-10 23:46:01,2025-05-12 02:26:13,26.67,1,0,
9567,TCK-19567,20260103,42,6,3,2026-01-03 04:55:54,2026-01-04 09:27:06,28.52,1,1,3
9568,TCK-19568,20250615,17,2,3,2025-06-15 09:25:36,2025-06-15 21:24:24,11.98,1,1,5
9569,TCK-19569,20250621,6,7,2,2025-06-21 08:37:23,2025-06-22 08:13:23,23.6,1,0,4
9570,TCK-19570,20250524,7,2,1,2025-05-24 18:04:37,2025-05-25 08:14:49,14.17,1,1,5
9571,TCK-19571,20250401,5,5,1,2025-04-01 14:43:08,2025-04-02 00:06:32,9.39,1,1,4
9572,TCK-19572,20250506,2,1,3,2025-05-06 07:54:06,2025-05-07 03:24:06,19.5,1,1,3
9573,TCK-19573,20250318,14,4,2,2025-03-18 07:45:16,2025-03-19 04:15:16,20.5,1,1,4
9574,TCK-19574,20260614,10,4,3,2026-06-14 21:31:49,2026-06-15 00:30:37,2.98,1,1,5
9575,TCK-19575,20260428,25,7,1,2026-04-28 03:17:34,,,0,0,4
9576,TCK-19576,20250827,46,2,2,2025-08-27 05:02:44,2025-08-27 17:56:08,12.89,1,1,3
9577,TCK-19577,20250720,33,6,2,2025-07-20 02:57:52,2025-07-21 00:26:04,21.47,1,1,4
9578,TCK-19578,20251103,49,2,2,2025-11-03 01:16:36,,,0,0,3
9579,TCK-19579,20260528,45,1,3,2026-05-28 05:39:00,2026-05-29 11:09:36,29.51,1,0,4
9580,TCK-19580,20250426,42,1,3,2025-04-26 12:24:58,2025-04-27 06:24:22,17.99,1,1,4
9581,TCK-19581,20250916,10,6,2,2025-09-16 10:21:21,2025-09-17 00:51:21,14.5,1,1,5
9582,TCK-19582,20260806,10,1,2,2026-08-06 16:23:25,2026-08-07 09:48:37,17.42,1,1,5
9583,TCK-19583,20251128,32,8,1,2025-11-28 08:51:22,2025-11-28 11:50:46,2.99,1,1,
9584,TCK-19584,20250717,10,4,1,2025-07-17 23:55:18,2025-07-19 02:34:18,26.65,1,1,3
9585,TCK-19585,20260216,50,8,2,2026-02-16 21:54:47,2026-02-17 10:19:59,12.42,1,1,3
9586,TCK-19586,20260403,22,6,2,2026-04-03 13:00:21,2026-04-03 15:50:45,2.84,1,1,4
9587,TCK-19587,20250606,1,4,3,2025-06-06 19:24:17,2025-06-07 08:34:29,13.17,1,1,4
9588,TCK-19588,20250208,35,6,3,2025-02-08 12:17:53,2025-02-10 04:20:53,40.05,1,1,4
9589,TCK-19589,20260701,6,7,1,2026-07-01 16:31:40,2026-07-01 21:41:52,5.17,1,1,4
9590,TCK-19590,20250426,23,3,1,2025-04-26 18:27:46,2025-04-27 00:02:34,5.58,1,1,4
9591,TCK-19591,20251208,2,6,3,2025-12-08 11:32:06,2025-12-08 13:20:06,1.8,1,1,
9592,TCK-19592,20251209,8,3,2,2025-12-09 15:21:13,2025-12-10 14:30:49,23.16,1,0,5
9593,TCK-19593,20250516,4,5,3,2025-05-16 16:37:58,2025-05-18 09:28:58,40.85,1,0,
9594,TCK-19594,20250422,50,2,3,2025-04-22 01:38:29,2025-04-23 05:17:29,27.65,1,1,1
9595,TCK-19595,20260728,21,7,1,2026-07-28 09:57:51,,,0,0,5
9596,TCK-19596,20250730,29,4,1,2025-07-30 05:24:02,2025-07-31 02:10:14,20.77,1,1,3
9597,TCK-19597,20260724,35,3,1,2026-07-24 11:25:49,2026-07-25 05:10:13,17.74,1,0,3
9598,TCK-19598,20250302,9,7,3,2025-03-02 04:44:42,2025-03-03 05:47:06,25.04,1,0,4
9599,TCK-19599,20250113,3,6,3,2025-01-13 00:41:55,2025-01-13 03:10:43,2.48,1,1,4
9600,TCK-19600,20251113,43,6,3,2025-11-13 02:26:22,,,0,0,3
9601,TCK-19601,20250720,28,2,1,2025-07-20 19:47:39,2025-07-21 06:00:15,10.21,1,1,4
9602,TCK-19602,20260603,46,1,3,2026-06-03 12:32:39,2026-06-03 18:09:15,5.61,1,1,
9603,TCK-19603,20250505,46,3,2,2025-05-05 18:37:21,2025-05-06 14:30:45,19.89,1,0,
9604,TCK-19604,20260109,39,1,2,2026-01-09 13:39:18,2026-01-09 23:52:30,10.22,1,1,4
9605,TCK-19605,20250419,21,2,2,2025-04-19 16:31:13,2025-04-20 20:05:25,27.57,1,1,5
9606,TCK-19606,20251026,16,6,2,2025-10-26 10:37:11,2025-10-28 00:47:59,38.18,1,1,3
9607,TCK-19607,20251015,12,3,1,2025-10-15 13:13:12,2025-10-16 08:48:36,19.59,1,0,5
9608,TCK-19608,20251128,14,8,3,2025-11-28 07:41:38,2025-11-29 09:06:50,25.42,1,1,4
9609,TCK-19609,20251109,35,2,2,2025-11-09 11:33:31,,,0,0,3
9610,TCK-19610,20250719,18,6,2,2025-07-19 06:06:50,2025-07-19 07:26:02,1.32,1,1,3
9611,TCK-19611,20250712,22,2,1,2025-07-12 23:27:55,2025-07-13 15:17:07,15.82,1,1,4
9612,TCK-19612,20260802,35,4,3,2026-08-02 17:47:02,2026-08-03 19:53:38,26.11,1,1,5
9613,TCK-19613,20260805,24,4,1,2026-08-05 18:39:35,,,0,0,4
9614,TCK-19614,20260220,18,8,1,2026-02-20 04:57:34,2026-02-20 11:30:34,6.55,1,1,3
9615,TCK-19615,20250813,33,7,3,2025-08-13 01:07:42,,,0,0,4
9616,TCK-19616,20250327,18,1,2,2025-03-27 12:55:24,2025-03-27 19:10:24,6.25,1,1,
9617,TCK-19617,20260516,47,4,2,2026-05-16 21:27:59,2026-05-17 21:16:35,23.81,1,1,4
9618,TCK-19618,20260531,8,3,3,2026-05-31 07:53:05,2026-06-01 16:51:17,32.97,1,0,4
9619,TCK-19619,20260620,6,4,2,2026-06-20 23:28:35,,,0,0,3
9620,TCK-19620,20250523,46,8,2,2025-05-23 21:25:28,2025-05-25 04:32:40,31.12,1,1,4
9621,TCK-19621,20250812,22,1,3,2025-08-12 06:10:20,2025-08-14 03:52:56,45.71,1,0,5
9622,TCK-19622,20260331,39,8,2,2026-03-31 01:19:11,2026-03-31 15:36:35,14.29,1,1,
9623,TCK-19623,20260620,22,5,2,2026-06-20 19:03:10,2026-06-21 10:29:34,15.44,1,1,
9624,TCK-19624,20250529,2,3,2,2025-05-29 08:41:07,,,0,0,3
9625,TCK-19625,20250605,21,8,3,2025-06-05 16:44:46,,,0,0,5
9626,TCK-19626,20250322,37,2,2,2025-03-22 13:37:25,2025-03-22 23:04:25,9.45,1,1,5
9627,TCK-19627,20250314,1,6,1,2025-03-14 20:06:34,,,0,0,4
9628,TCK-19628,20250709,41,3,2,2025-07-09 13:17:01,2025-07-10 22:38:37,33.36,1,0,5
9629,TCK-19629,20250414,40,3,1,2025-04-14 20:30:23,2025-04-15 18:25:35,21.92,1,0,4
9630,TCK-19630,20260525,39,3,1,2026-05-25 10:40:48,2026-05-27 04:33:00,41.87,1,0,3
