SurveyResponseKey,TicketKey,SurveyResponseDate,AgentCourtesyRating,ResolutionQualityRating,WaitTimeRating,FirstContactResolution,NPS_Score,CustomerComment,ResponseTimeHours
4159,7892,2025-01-08,5,5,4,1,9,"Polite and knowledgeable support, thank you.",34.63
4160,7893,2025-08-21,5,5,5,1,7,"Polite and knowledgeable support, thank you.",27.16
4161,7895,2025-07-18,5,4,5,1,4,Quick response and clear explanation.,17.36
4162,7897,2025-06-09,5,4,4,1,6,Agent was friendly and solved my issue quickly.,13.43
4163,7898,2025-12-03,4,5,4,1,2,Agent was friendly and solved my issue quickly.,33.4
4164,7899,2025-03-10,4,4,5,1,8,Agent was friendly and solved my issue quickly.,36.22
4165,7901,2025-01-12,4,4,4,1,8,Agent was friendly and solved my issue quickly.,6.43
4166,7902,2026-03-13,4,2,3,1,1,The agent was fine but I had to wait.,25.7
4167,7904,2026-05-26,5,5,4,1,8,"Great service, very professional and helpful.",64.85
4168,7905,2026-07-29,5,5,5,1,9,Quick response and clear explanation.,33.56
4169,7908,2026-02-06,4,3,3,1,6,"Resolved on the first call, very satisfied.",32.21
4170,7909,2026-01-02,5,5,4,1,10,"Polite and knowledgeable support, thank you.",30.87
4171,7910,2026-03-16,5,4,4,1,6,"Polite and knowledgeable support, thank you.",18.91
4172,7911,2025-09-07,3,4,1,1,5,Issue was resolved but it took a while.,27.89
4173,7913,2025-07-08,4,5,4,1,4,"Great service, very professional and helpful.",5.93
4174,7916,2025-02-04,3,4,4,0,4,The agent was fine but I had to wait.,30.36
4175,7917,2025-09-24,5,4,5,0,9,Agent was friendly and solved my issue quickly.,0.83
4176,7919,2025-10-03,5,5,3,1,7,"Polite and knowledgeable support, thank you.",40.07
4177,7920,2026-01-21,4,4,4,1,5,Agent was friendly and solved my issue quickly.,23.63
4178,7921,2026-01-07,3,3,2,1,7,Average experience overall.,41.79
4179,7925,2026-05-25,5,3,3,0,6,Quick response and clear explanation.,39.06
4180,7927,2025-04-26,2,2,1,1,3,Had to contact you multiple times for the same issue.,44.32
4181,7928,2025-11-07,5,5,5,1,10,"Polite and knowledgeable support, thank you.",26.78
4182,7929,2025-10-14,5,3,3,1,5,Got what I needed eventually.,20.35
4183,7930,2025-08-24,5,4,5,1,10,Quick response and clear explanation.,29.62
4184,7931,2025-03-16,4,3,4,1,5,Quick response and clear explanation.,40.8
4185,7933,2026-06-08,5,5,3,1,5,"Great service, very professional and helpful.",3.09
4186,7935,2025-03-23,5,4,4,1,7,"Great service, very professional and helpful.",8.66
4187,7936,2025-08-18,2,5,3,1,5,"Support was okay, nothing exceptional.",42.16
4188,7937,2025-02-24,4,5,4,1,6,"Great service, very professional and helpful.",15.44
4189,7938,2025-04-10,5,5,5,1,4,"Great service, very professional and helpful.",32.96
4190,7941,2025-10-19,5,4,5,1,7,"Resolved on the first call, very satisfied.",27.96
4191,7943,2025-11-21,5,5,5,1,7,"Great service, very professional and helpful.",22.3
4192,7947,2025-10-21,5,5,5,1,7,"Resolved on the first call, very satisfied.",79.67
4193,7949,2025-11-26,4,5,5,1,7,"Resolved on the first call, very satisfied.",35.04
4194,7950,2025-11-02,4,1,3,1,3,Average experience overall.,17.77
4195,7952,2026-05-13,3,4,5,1,4,"Polite and knowledgeable support, thank you.",7.86
4196,7953,2025-11-09,4,4,5,1,10,"Polite and knowledgeable support, thank you.",10.52
4197,7954,2026-05-26,3,3,3,1,9,"Resolved on the first call, very satisfied.",20.59
4198,7956,2026-07-24,5,4,3,1,7,"Great service, very professional and helpful.",16.73
4199,7957,2026-01-16,5,3,2,0,4,The agent was fine but I had to wait.,28.36
4200,7958,2025-06-14,4,4,5,0,6,"Polite and knowledgeable support, thank you.",44.73
4201,7961,2026-05-30,4,2,3,1,3,Quick response and clear explanation.,42.99
4202,7962,2026-03-01,5,5,4,1,7,"Polite and knowledgeable support, thank you.",14.67
4203,7964,2026-05-11,5,5,5,1,7,Agent was friendly and solved my issue quickly.,1.42
4204,7965,2025-10-07,3,3,3,0,2,Issue was resolved but it took a while.,30.62
4205,7966,2025-02-09,4,3,4,1,8,Issue was resolved but it took a while.,62.22
4206,7967,2026-03-01,5,4,4,0,5,Quick response and clear explanation.,11.39
4207,7970,2025-03-17,5,4,2,1,5,"Great service, very professional and helpful.",17.51
4208,7972,2026-08-02,4,5,4,1,6,"Polite and knowledgeable support, thank you.",1.96
4209,7973,2025-05-01,4,4,4,1,6,"Polite and knowledgeable support, thank you.",29.38
4210,7974,2025-06-08,3,1,3,1,3,Average experience overall.,2.89
4211,7975,2026-01-24,4,3,3,0,6,The agent was fine but I had to wait.,22.45
4212,7977,2026-01-13,4,5,5,1,9,"Polite and knowledgeable support, thank you.",53.58
4213,7979,2025-02-13,5,5,5,1,10,Quick response and clear explanation.,0.67
4214,7980,2025-09-16,3,3,2,1,6,Issue was resolved but it took a while.,25.8
4215,7981,2025-04-14,4,4,5,1,6,"Great service, very professional and helpful.",28.8
4216,7982,2025-02-05,3,5,4,1,6,Quick response and clear explanation.,12.88
4217,7984,2025-03-30,3,3,2,0,3,Got what I needed eventually.,35.71
4218,7986,2026-05-12,4,2,4,1,3,"Great service, very professional and helpful.",27.27
4219,7987,2025-04-08,5,5,4,1,10,Agent was friendly and solved my issue quickly.,32.04
4220,7988,2026-06-21,5,5,4,1,7,"Resolved on the first call, very satisfied.",21.09
4221,7990,2025-06-08,3,4,3,1,5,The agent was fine but I had to wait.,25.38
4222,7994,2026-06-07,5,5,3,1,5,"Resolved on the first call, very satisfied.",8.71
4223,7995,2026-05-10,5,5,4,1,9,"Great service, very professional and helpful.",0.59
4224,7996,2025-02-24,5,4,4,0,4,Average experience overall.,10.08
4225,7997,2026-02-19,4,4,5,1,9,"Polite and knowledgeable support, thank you.",29.34
4226,7998,2025-10-01,5,4,3,1,5,"Polite and knowledgeable support, thank you.",8.34
4227,8000,2026-03-05,5,5,4,1,9,Agent was friendly and solved my issue quickly.,46.31
4228,8001,2026-01-14,2,3,1,1,2,The problem was not resolved and no follow-up.,24.43
4229,8002,2025-06-05,5,5,4,1,6,"Resolved on the first call, very satisfied.",9.71
4230,8005,2025-11-11,4,4,3,1,7,"Polite and knowledgeable support, thank you.",65.19
4231,8006,2025-12-25,4,4,4,1,7,"Resolved on the first call, very satisfied.",14.26
4232,8007,2025-07-11,3,3,3,0,5,Issue was resolved but it took a while.,60.18
4233,8009,2026-01-21,4,3,4,1,7,Quick response and clear explanation.,11.91
4234,8011,2025-06-23,5,4,5,1,5,"Polite and knowledgeable support, thank you.",0.34
4235,8012,2026-03-23,4,2,3,0,4,The agent was fine but I had to wait.,28.55
4236,8015,2025-01-08,5,5,5,1,6,Agent was friendly and solved my issue quickly.,5.75
4237,8018,2026-04-11,5,4,5,1,8,"Great service, very professional and helpful.",18.9
4238,8019,2025-01-27,5,5,5,1,3,"Polite and knowledgeable support, thank you.",28.73
4239,8020,2026-03-20,2,3,3,0,6,Got what I needed eventually.,9.3
4240,8021,2025-10-29,4,4,4,1,7,"Resolved on the first call, very satisfied.",22.23
4241,8025,2025-02-17,5,5,5,1,7,"Resolved on the first call, very satisfied.",15.28
4242,8026,2026-04-25,5,5,5,1,8,"Great service, very professional and helpful.",12.49
4243,8028,2026-08-12,4,3,2,1,6,Got what I needed eventually.,45.76
4244,8029,2025-05-09,5,5,5,1,9,"Polite and knowledgeable support, thank you.",25.32
4245,8030,2025-09-13,3,4,2,1,10,"Polite and knowledgeable support, thank you.",14.64
4246,8032,2026-01-28,5,4,4,0,6,"Support was okay, nothing exceptional.",18.38
4247,8035,2025-12-15,3,3,2,1,1,Got what I needed eventually.,24.3
4248,8036,2025-05-09,4,2,2,0,3,"Support was okay, nothing exceptional.",46.33
4249,8037,2025-12-17,5,2,3,1,6,"Great service, very professional and helpful.",37.56
4250,8040,2025-06-04,5,3,3,1,8,Quick response and clear explanation.,37.84
4251,8042,2025-12-29,3,3,3,1,8,Quick response and clear explanation.,49.97
4252,8043,2026-05-15,4,3,2,0,6,Got what I needed eventually.,24.06
4253,8045,2025-04-29,5,5,5,1,10,Quick response and clear explanation.,59.04
4254,8046,2025-07-12,3,3,4,1,7,Quick response and clear explanation.,24.65
4255,8048,2025-01-12,3,4,4,1,5,Quick response and clear explanation.,6.48
4256,8049,2025-05-02,5,4,5,1,10,"Great service, very professional and helpful.",12.93
4257,8052,2025-05-11,5,5,4,1,6,"Great service, very professional and helpful.",49.28
4258,8053,2025-12-10,4,3,3,1,3,Got what I needed eventually.,30.83
4259,8054,2025-04-12,1,2,2,1,0,Agent was not helpful and seemed rushed.,21.9
4260,8056,2025-03-15,5,5,5,1,10,"Great service, very professional and helpful.",6.92
4261,8060,2026-03-07,5,5,5,1,9,Quick response and clear explanation.,39.23
4262,8061,2025-08-07,4,3,4,1,5,"Polite and knowledgeable support, thank you.",38.27
4263,8062,2025-05-21,4,5,4,1,7,"Great service, very professional and helpful.",27.01
4264,8066,2026-06-03,5,5,5,1,7,"Polite and knowledgeable support, thank you.",30.85
4265,8070,2025-08-26,4,3,2,1,3,Issue was resolved but it took a while.,50.76
4266,8071,2025-05-22,5,4,5,1,10,"Polite and knowledgeable support, thank you.",55.99
4267,8075,2025-02-13,4,3,4,1,4,"Polite and knowledgeable support, thank you.",8.98
4268,8076,2025-10-05,4,5,3,0,6,"Polite and knowledgeable support, thank you.",16.67
4269,8080,2026-06-06,5,5,5,1,9,"Resolved on the first call, very satisfied.",29.82
4270,8083,2025-06-08,5,5,5,1,10,"Polite and knowledgeable support, thank you.",38.44
4271,8085,2026-06-14,5,5,4,1,8,Quick response and clear explanation.,5.84
4272,8091,2025-02-06,4,5,4,0,5,"Polite and knowledgeable support, thank you.",36.84
4273,8092,2025-03-24,5,5,5,1,8,"Polite and knowledgeable support, thank you.",32.26
4274,8094,2025-08-18,5,3,5,1,5,Agent was friendly and solved my issue quickly.,14.53
4275,8095,2026-05-08,3,3,3,0,4,"Support was okay, nothing exceptional.",30.79
4276,8100,2026-06-14,5,4,5,1,7,"Resolved on the first call, very satisfied.",7.67
4277,8101,2025-05-21,5,4,5,1,7,"Great service, very professional and helpful.",20.49
4278,8103,2026-03-30,4,4,3,1,5,Quick response and clear explanation.,1.46
4279,8104,2025-10-28,4,4,4,0,7,Agent was friendly and solved my issue quickly.,60.18
4280,8105,2026-04-06,5,5,4,1,6,"Great service, very professional and helpful.",26.64
4281,8107,2025-11-08,3,3,2,1,6,"Support was okay, nothing exceptional.",3.0
4282,8108,2025-11-07,4,5,3,1,5,"Polite and knowledgeable support, thank you.",34.33
4283,8109,2026-01-07,1,1,1,1,0,Had to contact you multiple times for the same issue.,26.92
4284,8110,2025-01-07,5,4,5,1,7,"Resolved on the first call, very satisfied.",35.58
4285,8111,2026-05-21,3,1,2,1,6,"Support was okay, nothing exceptional.",20.44
4286,8112,2025-01-24,5,4,5,1,8,"Polite and knowledgeable support, thank you.",15.2
4287,8113,2025-06-14,5,5,4,1,10,Quick response and clear explanation.,4.39
4288,8117,2025-02-22,5,4,4,1,6,"Resolved on the first call, very satisfied.",8.63
4289,8118,2025-04-10,5,5,4,1,7,"Polite and knowledgeable support, thank you.",10.19
4290,8120,2025-07-26,4,3,2,1,7,Issue was resolved but it took a while.,14.38
4291,8124,2025-06-28,3,2,1,0,3,The agent was fine but I had to wait.,46.56
4292,8126,2026-02-20,4,4,5,1,6,"Polite and knowledgeable support, thank you.",59.81
4293,8127,2026-06-12,4,2,2,1,6,Got what I needed eventually.,9.74
4294,8128,2026-07-06,4,5,4,0,10,Agent was friendly and solved my issue quickly.,32.34
4295,8129,2026-03-17,2,2,3,1,2,Got what I needed eventually.,31.46
4296,8135,2025-09-18,4,3,3,0,6,Issue was resolved but it took a while.,37.57
4297,8136,2025-06-18,5,5,4,1,6,"Polite and knowledgeable support, thank you.",19.01
4298,8138,2025-11-01,2,2,2,0,2,Agent was not helpful and seemed rushed.,49.41
4299,8139,2025-05-19,2,3,4,1,9,"Polite and knowledgeable support, thank you.",7.82
4300,8144,2025-11-22,4,4,3,1,4,"Support was okay, nothing exceptional.",37.36
4301,8146,2025-09-08,3,3,2,1,2,Got what I needed eventually.,9.06
4302,8147,2025-01-22,5,5,5,1,6,"Resolved on the first call, very satisfied.",35.47
4303,8150,2025-06-28,5,4,4,1,8,"Resolved on the first call, very satisfied.",67.75
4304,8151,2025-04-17,5,4,5,1,8,Agent was friendly and solved my issue quickly.,10.88
4305,8153,2026-07-09,3,4,4,1,6,"Great service, very professional and helpful.",63.32
4306,8154,2026-06-13,3,2,1,1,0,Waited far too long and the problem is still not fixed.,24.88
4307,8155,2025-11-07,3,4,3,1,9,Quick response and clear explanation.,1.91
4308,8158,2025-05-21,5,5,4,1,10,"Polite and knowledgeable support, thank you.",15.6
4309,8159,2026-01-17,4,4,2,1,9,"Resolved on the first call, very satisfied.",4.46
4310,8162,2025-08-28,1,1,2,0,2,The problem was not resolved and no follow-up.,20.76
4311,8163,2025-06-20,5,5,3,1,8,"Great service, very professional and helpful.",14.34
4312,8166,2026-01-25,5,5,5,1,6,"Resolved on the first call, very satisfied.",0.86
4313,8167,2026-04-24,5,4,2,0,4,Issue was resolved but it took a while.,4.96
4314,8168,2025-08-09,2,4,4,1,5,The agent was fine but I had to wait.,45.35
4315,8169,2025-11-29,4,4,3,1,3,"Polite and knowledgeable support, thank you.",2.71
4316,8171,2026-01-12,5,3,5,1,9,Quick response and clear explanation.,49.28
4317,8180,2025-11-01,5,5,5,1,8,"Great service, very professional and helpful.",18.12
4318,8182,2025-06-16,5,5,5,1,7,"Great service, very professional and helpful.",2.52
4319,8183,2025-09-23,4,2,3,0,3,Issue was resolved but it took a while.,24.77
4320,8185,2025-11-20,5,4,4,1,5,Agent was friendly and solved my issue quickly.,35.6
4321,8187,2026-02-26,4,5,4,1,10,"Great service, very professional and helpful.",17.63
4322,8194,2026-07-12,4,3,3,0,7,"Polite and knowledgeable support, thank you.",28.05
4323,8195,2025-09-11,4,4,2,1,6,"Polite and knowledgeable support, thank you.",23.01
4324,8196,2026-08-06,5,4,5,1,9,Quick response and clear explanation.,16.34
4325,8198,2026-05-15,4,3,2,1,7,Average experience overall.,37.23
4326,8199,2025-06-27,3,3,3,1,4,Got what I needed eventually.,36.34
4327,8201,2025-05-17,5,3,4,1,10,"Resolved on the first call, very satisfied.",26.64
4328,8202,2025-02-08,2,1,2,0,5,The problem was not resolved and no follow-up.,18.47
4329,8203,2026-04-26,5,5,5,1,7,Quick response and clear explanation.,49.05
4330,8205,2025-09-23,3,3,4,1,9,Agent was friendly and solved my issue quickly.,23.14
4331,8209,2025-04-24,4,2,2,1,5,Agent was friendly and solved my issue quickly.,11.91
4332,8216,2025-01-17,5,4,5,1,6,"Polite and knowledgeable support, thank you.",26.29
4333,8218,2026-05-12,5,5,5,1,6,Quick response and clear explanation.,24.94
4334,8219,2025-09-28,4,3,4,0,6,Average experience overall.,47.81
4335,8220,2025-11-26,5,5,5,0,4,"Polite and knowledgeable support, thank you.",48.02
4336,8221,2025-05-15,4,3,3,1,7,"Great service, very professional and helpful.",36.58
4337,8222,2025-07-06,1,3,2,1,0,"Very frustrating experience, poor communication.",43.72
4338,8223,2025-02-19,5,4,5,1,8,"Great service, very professional and helpful.",13.07
4339,8224,2025-12-21,5,3,1,1,9,"Support was okay, nothing exceptional.",25.65
4340,8225,2025-07-29,3,5,5,1,8,"Great service, very professional and helpful.",41.5
4341,8226,2026-05-05,5,5,5,1,4,Agent was friendly and solved my issue quickly.,21.3
4342,8232,2025-06-24,3,3,4,0,6,Got what I needed eventually.,36.17
4343,8233,2025-08-06,3,5,2,0,3,Issue was resolved but it took a while.,54.79
4344,8234,2025-10-12,4,5,5,1,8,"Great service, very professional and helpful.",36.22
4345,8235,2025-02-03,4,4,3,1,3,Quick response and clear explanation.,47.82
4346,8237,2026-06-11,3,4,4,1,3,Issue was resolved but it took a while.,1.81
4347,8238,2025-03-16,5,3,4,0,7,"Polite and knowledgeable support, thank you.",5.58
4348,8241,2026-03-05,4,3,2,1,3,The agent was fine but I had to wait.,4.11
4349,8242,2026-02-02,5,4,3,1,7,"Polite and knowledgeable support, thank you.",30.87
4350,8244,2025-12-25,4,5,4,1,7,Quick response and clear explanation.,32.39
4351,8245,2025-04-19,5,4,4,1,1,"Great service, very professional and helpful.",25.86
4352,8247,2025-06-21,4,3,4,1,7,"Polite and knowledgeable support, thank you.",5.5
4353,8250,2026-07-05,4,3,3,0,3,Issue was resolved but it took a while.,14.83
4354,8251,2025-12-08,2,4,3,1,3,Average experience overall.,32.76
4355,8252,2026-08-08,5,4,3,1,6,Quick response and clear explanation.,51.18
4356,8255,2025-12-08,5,3,5,1,7,Quick response and clear explanation.,31.68
4357,8256,2026-06-13,3,3,3,1,4,Average experience overall.,52.67
4358,8258,2025-04-15,4,3,1,1,4,Average experience overall.,25.53
4359,8259,2026-03-02,4,3,3,1,5,"Polite and knowledgeable support, thank you.",18.58
4360,8261,2026-06-26,3,3,3,1,2,The agent was fine but I had to wait.,37.71
4361,8262,2026-08-02,5,4,4,0,9,"Great service, very professional and helpful.",18.71
4362,8267,2026-02-05,5,5,4,1,6,Agent was friendly and solved my issue quickly.,48.61
4363,8268,2026-05-21,5,3,5,1,6,"Great service, very professional and helpful.",20.3
4364,8270,2026-05-07,3,4,3,0,6,Average experience overall.,27.85
4365,8271,2025-11-12,3,3,3,1,5,The agent was fine but I had to wait.,25.46
4366,8274,2026-04-30,4,4,3,1,7,"Great service, very professional and helpful.",2.53
4367,8275,2026-03-17,4,4,5,1,6,"Resolved on the first call, very satisfied.",13.49
4368,8277,2026-01-10,3,2,4,1,8,"Polite and knowledgeable support, thank you.",50.84
4369,8279,2025-03-29,5,5,3,1,7,Agent was friendly and solved my issue quickly.,39.64
4370,8280,2026-04-10,5,4,5,1,7,Quick response and clear explanation.,21.04
4371,8281,2026-06-16,5,5,5,1,7,Quick response and clear explanation.,24.99
4372,8283,2025-01-13,3,5,5,1,5,Agent was friendly and solved my issue quickly.,23.71
4373,8287,2025-04-28,4,5,3,1,7,Quick response and clear explanation.,20.77
4374,8292,2025-09-10,5,5,4,1,5,Agent was friendly and solved my issue quickly.,31.58
4375,8293,2025-09-30,5,5,5,1,10,Agent was friendly and solved my issue quickly.,30.41
4376,8295,2025-09-14,5,4,3,1,8,"Resolved on the first call, very satisfied.",27.93
4377,8296,2025-02-11,5,4,3,1,6,"Polite and knowledgeable support, thank you.",9.47
4378,8297,2025-05-03,4,4,4,1,9,Agent was friendly and solved my issue quickly.,54.39
4379,8298,2025-03-25,3,2,1,1,3,Got what I needed eventually.,43.31
4380,8300,2025-05-03,4,3,4,1,6,"Polite and knowledgeable support, thank you.",41.53
4381,8303,2025-04-04,3,4,3,0,5,Issue was resolved but it took a while.,15.98
4382,8305,2025-01-18,3,2,3,1,5,Got what I needed eventually.,49.18
4383,8308,2026-06-02,3,5,5,1,8,"Polite and knowledgeable support, thank you.",24.57
4384,8309,2025-08-25,5,4,5,1,10,"Polite and knowledgeable support, thank you.",21.45
4385,8310,2025-08-21,4,5,5,1,7,Agent was friendly and solved my issue quickly.,30.96
4386,8311,2025-12-17,5,5,5,1,6,"Polite and knowledgeable support, thank you.",37.72
4387,8313,2025-06-01,3,1,2,1,4,Had to contact you multiple times for the same issue.,53.65
4388,8315,2025-08-27,5,4,5,1,6,Quick response and clear explanation.,37.42
4389,8317,2026-06-01,3,3,3,1,6,Quick response and clear explanation.,31.66
4390,8322,2025-11-12,5,5,4,1,8,"Polite and knowledgeable support, thank you.",12.29
4391,8324,2025-11-02,5,3,5,1,9,"Polite and knowledgeable support, thank you.",38.37
4392,8326,2025-09-12,4,2,3,1,7,"Support was okay, nothing exceptional.",47.35
4393,8328,2025-10-15,3,3,3,0,3,The agent was fine but I had to wait.,11.86
4394,8330,2025-12-06,3,4,3,1,7,"Resolved on the first call, very satisfied.",11.52
4395,8334,2026-06-06,4,2,3,1,0,Average experience overall.,29.55
4396,8338,2025-05-13,3,2,5,1,4,"Great service, very professional and helpful.",38.17
4397,8339,2025-09-10,4,5,4,0,7,"Polite and knowledgeable support, thank you.",2.94
4398,8340,2025-01-04,5,5,3,1,7,Quick response and clear explanation.,2.06
4399,8344,2025-11-11,4,4,3,1,3,The agent was fine but I had to wait.,0.42
4400,8346,2025-06-07,3,3,2,1,4,Average experience overall.,18.44
4401,8347,2025-11-28,3,3,2,1,1,Average experience overall.,15.5
4402,8348,2025-12-20,5,5,4,1,7,Quick response and clear explanation.,17.07
4403,8349,2026-04-05,3,4,5,1,8,Quick response and clear explanation.,14.31
4404,8351,2025-04-22,4,4,3,1,9,"Resolved on the first call, very satisfied.",25.14
4405,8352,2026-01-04,4,4,5,0,9,Agent was friendly and solved my issue quickly.,42.16
4406,8353,2026-03-27,5,5,4,1,5,Quick response and clear explanation.,22.64
4407,8354,2026-05-13,5,3,3,1,8,"Polite and knowledgeable support, thank you.",17.88
4408,8356,2025-12-19,5,3,2,0,7,The agent was fine but I had to wait.,47.53
4409,8357,2025-06-02,3,3,1,0,0,The problem was not resolved and no follow-up.,16.41
4410,8361,2026-05-10,5,2,3,1,5,"Polite and knowledgeable support, thank you.",20.57
4411,8367,2025-09-04,5,5,5,1,10,"Polite and knowledgeable support, thank you.",32.15
4412,8369,2026-05-11,3,4,4,1,6,"Resolved on the first call, very satisfied.",15.75
4413,8373,2026-05-18,5,5,5,1,9,Agent was friendly and solved my issue quickly.,33.0
4414,8374,2025-12-08,3,2,3,1,0,Average experience overall.,33.14
4415,8375,2026-06-06,5,5,5,1,8,"Resolved on the first call, very satisfied.",12.69
4416,8377,2025-10-03,5,5,3,1,6,Quick response and clear explanation.,14.31
4417,8379,2025-05-28,5,5,5,1,8,"Great service, very professional and helpful.",9.73
4418,8384,2025-09-17,5,5,5,1,10,"Great service, very professional and helpful.",35.48
4419,8385,2026-07-15,5,5,3,1,10,"Polite and knowledgeable support, thank you.",5.61
4420,8390,2026-07-27,5,4,4,1,5,Agent was friendly and solved my issue quickly.,11.95
4421,8391,2026-02-24,4,2,2,0,3,The agent was fine but I had to wait.,24.59
4422,8394,2025-10-17,5,5,5,1,6,"Polite and knowledgeable support, thank you.",5.45
4423,8402,2026-05-09,2,5,4,1,6,Agent was friendly and solved my issue quickly.,14.64
4424,8403,2026-06-21,5,4,5,1,8,Quick response and clear explanation.,34.97
4425,8404,2026-02-16,5,4,3,0,5,Agent was friendly and solved my issue quickly.,27.27
4426,8406,2025-12-13,5,4,4,1,4,Quick response and clear explanation.,32.23
4427,8407,2025-11-27,3,5,4,1,7,"Resolved on the first call, very satisfied.",28.96
4428,8408,2026-04-14,5,5,5,0,10,Agent was friendly and solved my issue quickly.,60.47
4429,8409,2025-06-29,3,4,4,1,7,Quick response and clear explanation.,9.3
4430,8412,2026-06-04,5,4,4,0,4,"Polite and knowledgeable support, thank you.",15.13
4431,8413,2026-08-07,5,5,4,1,7,Quick response and clear explanation.,10.47
4432,8417,2025-08-27,5,5,5,1,6,Quick response and clear explanation.,27.72
4433,8422,2025-09-10,5,5,3,1,6,Quick response and clear explanation.,23.98
4434,8425,2026-06-11,5,2,2,1,4,Got what I needed eventually.,16.14
4435,8426,2025-07-01,5,5,4,1,9,"Resolved on the first call, very satisfied.",30.68
4436,8427,2026-07-28,4,5,4,1,8,"Polite and knowledgeable support, thank you.",61.13
4437,8428,2025-06-22,3,3,3,1,4,Average experience overall.,42.77
4438,8431,2026-02-28,3,1,1,0,0,Had to contact you multiple times for the same issue.,11.58
4439,8433,2025-09-02,5,3,3,1,7,Agent was friendly and solved my issue quickly.,20.11
4440,8436,2026-01-01,3,2,4,1,6,Agent was friendly and solved my issue quickly.,2.62
4441,8438,2025-08-25,3,4,4,1,5,Agent was friendly and solved my issue quickly.,29.5
4442,8439,2025-06-14,3,3,3,0,4,Issue was resolved but it took a while.,28.21
4443,8448,2026-01-20,5,5,5,1,8,"Polite and knowledgeable support, thank you.",6.15
4444,8450,2025-01-18,3,4,4,1,6,"Polite and knowledgeable support, thank you.",31.0
4445,8451,2026-04-01,3,3,4,1,1,Average experience overall.,55.87
4446,8456,2026-07-23,4,5,5,1,7,"Great service, very professional and helpful.",42.25
4447,8457,2026-07-25,4,4,3,0,2,Got what I needed eventually.,27.18
4448,8458,2026-08-15,3,3,2,0,5,Issue was resolved but it took a while.,35.09
4449,8459,2025-11-11,3,4,2,1,5,Average experience overall.,31.66
4450,8461,2026-03-19,5,3,5,1,8,Quick response and clear explanation.,26.45
4451,8462,2025-02-11,3,1,3,0,1,Had to contact you multiple times for the same issue.,22.16
4452,8463,2026-05-27,4,3,3,0,7,"Support was okay, nothing exceptional.",8.98
4453,8465,2025-09-13,5,4,3,1,6,"Polite and knowledgeable support, thank you.",17.05
4454,8466,2026-01-03,3,5,5,1,9,"Resolved on the first call, very satisfied.",59.62
4455,8473,2026-02-19,5,5,5,1,10,"Great service, very professional and helpful.",31.64
4456,8474,2026-04-19,3,4,2,1,1,"Support was okay, nothing exceptional.",6.76
4457,8475,2025-03-06,4,5,3,1,6,"Polite and knowledgeable support, thank you.",33.28
4458,8476,2026-04-30,5,5,4,1,5,"Polite and knowledgeable support, thank you.",5.31
4459,8479,2025-04-18,4,4,2,1,4,Issue was resolved but it took a while.,3.19
4460,8481,2025-06-26,5,4,4,1,7,"Polite and knowledgeable support, thank you.",37.84
4461,8487,2025-12-14,5,3,4,0,3,"Polite and knowledgeable support, thank you.",59.78
4462,8488,2025-07-25,4,5,4,1,3,"Great service, very professional and helpful.",54.52
4463,8489,2026-04-10,5,4,5,1,9,"Resolved on the first call, very satisfied.",26.08
4464,8490,2025-01-03,5,5,5,1,10,Agent was friendly and solved my issue quickly.,15.13
4465,8492,2025-01-29,4,3,3,1,6,"Resolved on the first call, very satisfied.",1.37
4466,8493,2025-03-26,5,5,4,1,9,Agent was friendly and solved my issue quickly.,21.0
4467,8494,2025-09-17,4,5,5,1,10,Quick response and clear explanation.,1.38
4468,8497,2025-06-28,4,3,1,0,3,Got what I needed eventually.,15.09
4469,8501,2026-05-30,2,3,2,1,2,"Very frustrating experience, poor communication.",4.73
4470,8504,2025-05-30,5,4,5,1,6,Agent was friendly and solved my issue quickly.,19.23
4471,8507,2026-07-05,4,5,5,1,9,Agent was friendly and solved my issue quickly.,5.37
4472,8508,2025-06-26,5,4,5,1,6,"Polite and knowledgeable support, thank you.",42.86
4473,8509,2025-06-09,3,3,3,0,4,The agent was fine but I had to wait.,14.28
4474,8511,2026-02-08,4,3,2,1,6,"Polite and knowledgeable support, thank you.",18.14
4475,8513,2025-04-30,5,3,2,1,3,"Support was okay, nothing exceptional.",41.74
4476,8516,2026-05-29,4,4,3,1,3,Got what I needed eventually.,5.17
4477,8519,2026-06-02,4,3,1,1,3,Average experience overall.,25.85
4478,8520,2025-03-31,3,2,5,0,7,"Resolved on the first call, very satisfied.",12.59
4479,8523,2025-05-23,4,4,4,1,6,"Resolved on the first call, very satisfied.",24.13
4480,8526,2026-03-08,3,2,2,1,3,"Support was okay, nothing exceptional.",20.03
4481,8528,2026-05-19,4,3,4,0,5,"Polite and knowledgeable support, thank you.",58.87
4482,8529,2025-10-01,5,5,4,1,9,Agent was friendly and solved my issue quickly.,6.01
4483,8530,2025-07-21,3,3,3,1,3,Average experience overall.,5.83
4484,8531,2026-02-14,5,4,5,1,7,"Resolved on the first call, very satisfied.",38.95
4485,8538,2025-05-09,4,4,3,1,3,"Resolved on the first call, very satisfied.",23.08
4486,8539,2026-04-05,5,4,5,1,8,"Polite and knowledgeable support, thank you.",50.38
4487,8542,2025-06-21,5,5,5,1,8,Quick response and clear explanation.,34.71
4488,8543,2025-01-21,5,5,4,1,7,"Resolved on the first call, very satisfied.",38.42
